situation,emotion,dialogues
I ripped my pants on bourbon street the other day. Luckily I was wearing a long shirt.,embarrassed,"Customer :Ahh that has happened to everyone before. It is embarrassing but you will get over it.
Agent : Yep. My shirt was long enough to cover it. Plus I don't live there lol."
I ripped my pants on bourbon street the other day. Luckily I was wearing a long shirt.,embarrassed,"Customer :Well im glad you were able to cover up.
Agent : me too."
I was driving down a road at night and my car died. I sat in a car with not lights for hours.,terrified,"Customer :So last night I was driving down this road and my car died and I had no lights.
Agent : Oh no. That must have been scary."
I was driving down a road at night and my car died. I sat in a car with not lights for hours.,terrified,"Customer :I was sitting their for over 6 hours in the dark and night.
Agent : Wow. I would've freaked. I can't even have all of the lights out in my apartment."
I was driving down a road at night and my car died. I sat in a car with not lights for hours.,terrified,"Customer :Well I finally got a signal and was able to get my brother to come and help me.
Agent : Glad a bear didn't eat you"
I was driving down a road at night and my car died. I sat in a car with not lights for hours.,terrified,"Customer :Oh no. That must have been scary.
Agent : I was sitting their for over 6 hours in the dark and night."
I was driving down a road at night and my car died. I sat in a car with not lights for hours.,terrified,"Customer :Wow. I would've freaked. I can't even have all of the lights out in my apartment.
Agent : Well I finally got a signal and was able to get my brother to come and help me."
I cant wait for my house to sell.. its a slow market.,hopeful,"Customer :My house feels like its taking forever to sell...but I have a feeling something good is going to come soon! 
Agent : How long have you been trying to sell it for?"
I cant wait for my house to sell.. its a slow market.,hopeful,"Customer :It's been almost 3 months now, but not 1 offer. 
Agent : I'm sure you will sell it soon! 3 months is not such a long time"
I cant wait for my house to sell.. its a slow market.,hopeful,"Customer :How long have you been trying to sell it for?
Agent : It's been almost 3 months now, but not 1 offer."
I have been in college for four years and am only a sophmore. I am going diuble my work load and finish next fall.,hopeful,"Customer :I have been going to school for whar seems like forever.
Agent : Did you wait a lot?"
I have been in college for four years and am only a sophmore. I am going diuble my work load and finish next fall.,hopeful,"Customer :I did. I am going to finish soon though.
Agent : Ah ok Congratulation"
I have been in college for four years and am only a sophmore. I am going diuble my work load and finish next fall.,hopeful,"Customer :Did you wait a lot?
Agent : I did. I am going to finish soon though."
I am annoyed by a coworker making joke about me.,annoyed,"Customer :Recently, I have been annoyed by a coworker making jokes about me.
Agent : Shame on them."
I am annoyed by a coworker making joke about me.,annoyed,"Customer :It is bothering me a lot. This coworker is not competent and he spend this time making jokes on other people.
Agent : You should report him. Anonymously. You should't have to deal with that every day."
I am annoyed by a coworker making joke about me.,annoyed,"Customer :Shame on them.
Agent : It is bothering me a lot. This coworker is not competent and he spend this time making jokes on other people."
My daughter hit her head the other day. she was sad.,caring,"Customer :My daughter fell the other day pretty hard, I had to hold her until she calmed down. 
Agent : Oh no, that's scary, is she okay?"
My daughter hit her head the other day. she was sad.,caring,"Customer :Yeah it wasnt too bad just a couple scrapes, its hard seeing your kids get hurt. 
Agent : That's good, I'm glad it wasn't serious."
My daughter hit her head the other day. she was sad.,caring,"Customer :Oh no, that's scary, is she okay?
Agent : Yeah it wasnt too bad just a couple scrapes, its hard seeing your kids get hurt."
My next door neighbors are always arguing in our shared hallway. Now they have a baby and the scream while she cries. It is so annoying.,annoyed,"Customer :I really dislike my neighbors. They are the worst.
Agent : What are they doing that is upsetting you?"
My next door neighbors are always arguing in our shared hallway. Now they have a baby and the scream while she cries. It is so annoying.,annoyed,"Customer :They argue constantly and we live in apartments so I can hear everything. They even call the police a lot.
Agent : Have you made a formal complaint against them yet?"
My next door neighbors are always arguing in our shared hallway. Now they have a baby and the scream while she cries. It is so annoying.,annoyed,"Customer :Yes, but I think they know the landlord.
Agent : You should report it to your local police department. Building and documenting this can help you."
My next door neighbors are always arguing in our shared hallway. Now they have a baby and the scream while she cries. It is so annoying.,annoyed,"Customer :What are they doing that is upsetting you?
Agent : They argue constantly and we live in apartments so I can hear everything. They even call the police a lot."
My next door neighbors are always arguing in our shared hallway. Now they have a baby and the scream while she cries. It is so annoying.,annoyed,"Customer :Have you made a formal complaint against them yet?
Agent : Yes, but I think they know the landlord."
I was drivng home and this guy cut me off. I had to swerve in order to not hit him.,furious,"Customer :So last Friday I was driving home from work and this guy just cuts me off in traffic.
Agent : That happens a lot. What happened next?"
I was drivng home and this guy cut me off. I had to swerve in order to not hit him.,furious,"Customer :Well I to swerve onto the shoulder and almost caused a accident. Some people are just jerks on the road. 
Agent : I know the feeling. I hate driving now. Everyone is looking in their phone."
I was drivng home and this guy cut me off. I had to swerve in order to not hit him.,furious,"Customer :Nothing upsets me more than seeing teenagers on their phones. It really boils my blood.
Agent : I thnk the driving age should be raised to 21 personally"
I was drivng home and this guy cut me off. I had to swerve in order to not hit him.,furious,"Customer :That happens a lot. What happened next?
Agent : Well I to swerve onto the shoulder and almost caused a accident. Some people are just jerks on the road."
I was drivng home and this guy cut me off. I had to swerve in order to not hit him.,furious,"Customer :I know the feeling. I hate driving now. Everyone is looking in their phone.
Agent : Nothing upsets me more than seeing teenagers on their phones. It really boils my blood."
"I was lost in a neighborhood I didn't know, when some guy came up to me and quietly asked if I needed a ride.",afraid,"Customer :I was lost in a neighborhood I didn't know, when some guy came up to me and quietly asked if I needed a ride.
Agent : Please tell me that he was friendly and nothing creepy!"
"I was lost in a neighborhood I didn't know, when some guy came up to me and quietly asked if I needed a ride.",afraid,"Customer :I wouldn't know. I defnitely didn't want to risk it and declined the offer!
Agent : Thank god! LOL I was like please tell me this was a positive experience..."
"I was lost in a neighborhood I didn't know, when some guy came up to me and quietly asked if I needed a ride.",afraid,"Customer :Please tell me that he was friendly and nothing creepy! 
Agent : I wouldn't know. I defnitely didn't want to risk it and declined the offer!"
"I was lost in a neighborhood I didn't know, when some guy came up to me and quietly asked if I needed a ride.",afraid,"Customer :Thank god! LOL I was like please tell me this was a positive experience... 
Agent : Wasn't worth taking the chance to find out on that one haha. But it could've gotten bad, but I'm glad there were lots of cars passing by at the time."
"I really want to win the lottery someday, maybe i will?",hopeful,"Customer :So this is going to sound crazy but, one day I am going to win the lottery. 
Agent : That would pretty amazing. What will you do with the winning?"
"I really want to win the lottery someday, maybe i will?",hopeful,"Customer :Pay off my debts from moving number 1, and then buy a house! What would you do with the money? 
Agent : I think the same really. Making sure everything is paid off, having a roof over your head, etc... is what most people would want to take caer of first."
"I really want to win the lottery someday, maybe i will?",hopeful,"Customer :That would pretty amazing. What will you do with the winning?
Agent : Pay off my debts from moving number 1, and then buy a house! What would you do with the money?"
I will pass a examen next monday. I reviewed all the content for the course,prepared,"Customer :I will pass a examen next monday. I reviewed all the content for the course
Agent : Good for you! Studying can be a real challenge sometimes."
I will pass a examen next monday. I reviewed all the content for the course,prepared,"Customer :Yes, I feel ready. I can't wait to take that exam
Agent : Awesome, that's the best way to go into exam. I'm sure you'll do great!"
I will pass a examen next monday. I reviewed all the content for the course,prepared,"Customer :Good for you! Studying can be a real challenge sometimes.
Agent : Yes, I feel ready. I can't wait to take that exam"
I was given a large raise at work.,grateful,"Customer :Last month, my boss gave me a 10% raise, even though I didn't ask fo it. It was quite the welcome surprise!
Agent : That is great. Probably he think that you are doing a great job."
I was given a large raise at work.,grateful,"Customer :Yeah, we have always gotten along well, and he has always been very supportive of me.
Agent : That is good"
I was given a large raise at work.,grateful,"Customer :That is great. Probably he think that you are doing a great job.
Agent : Yeah, we have always gotten along well, and he has always been very supportive of me."
I've lost my job and am behind on my mortgage. It scares me that I could lose my home.,terrified,"Customer :I've lost my job and am behind on my mortgage. It scares me that I could lose my home.
Agent : That's awful, I'm sorry to hear that. I lost my job once as well and times got really hard. What kind of stuff are you doing to try and avoid that outcome?"
I've lost my job and am behind on my mortgage. It scares me that I could lose my home.,terrified,"Customer :Thank you. I've been working odd and ends and am looking for a job that pays more of course. How did you overcome that time?
Agent : Well, at the time I was holding out for a similar paying job like I had before but I could not find one and I ended up working fast food. I had to downsize my place as well."
I've lost my job and am behind on my mortgage. It scares me that I could lose my home.,terrified,"Customer :That's awful, I'm sorry to hear that. I lost my job once as well and times got really hard. What kind of stuff are you doing to try and avoid that outcome?
Agent : Thank you. I've been working odd and ends and am looking for a job that pays more of course. How did you overcome that time?"
Today is my birthday and I am going to party this weekend!,excited,"Customer :Today is my birthday!
Agent : HAPPY BIRTHDAY! Do you have any plans for today?"
Today is my birthday and I am going to party this weekend!,excited,"Customer :Still recovering from a road trip but hopefully things will get exciting this weekend!
Agent : That is really cool, Where did you guys on your trip?"
Today is my birthday and I am going to party this weekend!,excited,"Customer :New Orleans IT was great
Agent : I live in Texas so that it really close to me"
Today is my birthday and I am going to party this weekend!,excited,"Customer :HAPPY BIRTHDAY! Do you have any plans for today?
Agent : Still recovering from a road trip but hopefully things will get exciting this weekend!"
Today is my birthday and I am going to party this weekend!,excited,"Customer :That is really cool, Where did you guys on your trip?
Agent : New Orleans IT was great"
Today is my birthday and I am going to party this weekend!,excited,"Customer :I live in Texas so that it really close to me
Agent : Cool"
I lied to the people I work out with. I told them I was out of town but I relaly just did not want to work out.,ashamed,"Customer :So last week I was supposed to meet Mary and workout with her. But I kind of lied...
Agent : Oh no. That's not right."
I lied to the people I work out with. I told them I was out of town but I relaly just did not want to work out.,ashamed,"Customer :I told her I had to go out of town and instead I just stayed home all day.
Agent : Lol. Why didnt' you just reschedule?"
I lied to the people I work out with. I told them I was out of town but I relaly just did not want to work out.,ashamed,"Customer :Because We do it everyother day and I did not want to seem lazy.
Agent : So you said you were going out of town. That's hilarious."
I lied to the people I work out with. I told them I was out of town but I relaly just did not want to work out.,ashamed,"Customer :Oh no. That's not right.
Agent : I told her I had to go out of town and instead I just stayed home all day."
I lied to the people I work out with. I told them I was out of town but I relaly just did not want to work out.,ashamed,"Customer :Lol. Why didnt' you just reschedule?
Agent : Because We do it everyother day and I did not want to seem lazy."
I lied to the people I work out with. I told them I was out of town but I relaly just did not want to work out.,ashamed,"Customer :So you said you were going out of town. That's hilarious.
Agent : Yeah I just kinda feel bad about doing it..."
Someone offered me a job online to make a lot of money.,apprehensive,"Customer :Recently someone offered me an extreme amount of money for a work at home job... 
Agent : wow! That's awesome! Did you accept the job offer?"
Someone offered me a job online to make a lot of money.,apprehensive,"Customer :It sounded too good to be true honestly it made me feel a little uneasy... i had to turn it down! 
Agent : yes, i understand. sometimes you just get a gut feeling that something isn't right"
Someone offered me a job online to make a lot of money.,apprehensive,"Customer :wow! That's awesome! Did you accept the job offer?
Agent : It sounded too good to be true honestly it made me feel a little uneasy... i had to turn it down!"
i applied for 200+ jobs and still didn't hear from none of them!,surprised,"Customer :so i applied for 200+ jobs and i can't believe i didn't hear from none of them!
Agent : Bummer!!! Are you looking for a work at home job or just an outside job?"
i applied for 200+ jobs and still didn't hear from none of them!,surprised,"Customer :just any job at this point. just a full time stable job
Agent : I hear ya.. I hope you find one soon... wishing you all of the best!"
i applied for 200+ jobs and still didn't hear from none of them!,surprised,"Customer :Bummer!!! Are you looking for a work at home job or just an outside job? 
Agent : just any job at this point. just a full time stable job"
i applied for 200+ jobs and still didn't hear from none of them!,surprised,"Customer :I hear ya.. I hope you find one soon... wishing you all of the best! 
Agent : thank you!"
I ate all my kids cookies and blamed it on the dog.,guilty,"Customer :Last night I went into my kitchen and ate all of my kids cookies.
Agent : I do that all of time."
I ate all my kids cookies and blamed it on the dog.,guilty,"Customer :Well my wife confronted me this morning and I blamed it on our dog Max.
Agent : Lol. Poor Max. I bet sometimes dogs wished the spoke English for that very reason."
I ate all my kids cookies and blamed it on the dog.,guilty,"Customer :Yeah my wife had been kinda cold torwards him since. I feel bad for him..
Agent : Shame on you. I'm telling"
I ate all my kids cookies and blamed it on the dog.,guilty,"Customer :I do that all of time.
Agent : Well my wife confronted me this morning and I blamed it on our dog Max."
I ate all my kids cookies and blamed it on the dog.,guilty,"Customer :Lol. Poor Max. I bet sometimes dogs wished the spoke English for that very reason.
Agent : Yeah my wife had been kinda cold torwards him since. I feel bad for him.."
No one ever visits me anymore. I am always by myself in this apartment.,lonely,"Customer :I have lived in my apartment for 5 years now.
Agent : O wow that is a long time, Are you happy with it?"
No one ever visits me anymore. I am always by myself in this apartment.,lonely,"Customer :It's getting smaller, but my friends used to come over more. Now I'm by myself all the time.
Agent : Im sorry to hear that sometimes people grow apart. You should try to throw a party and see who comes."
No one ever visits me anymore. I am always by myself in this apartment.,lonely,"Customer :O wow that is a long time, Are you happy with it?
Agent : It's getting smaller, but my friends used to come over more. Now I'm by myself all the time."
No one ever visits me anymore. I am always by myself in this apartment.,lonely,"Customer :Im sorry to hear that sometimes people grow apart. You should try to throw a party and see who comes.
Agent : Sounds like a plan"
"not living near family, being in a new place.",lonely,"Customer :I recently moved to my dream location, but it sucks not knowing anyone. 
Agent : congratulations! I know, it probably feels lonely. Maybe you should do a party at your house and invite all the neighbours"
"not living near family, being in a new place.",lonely,"Customer :That actually sounds like a really good idea! Thank you... now to decide what to cook.. lol
Agent : you can't go wrong with some grilled food :) burgers, wings, hot dogs"
"not living near family, being in a new place.",lonely,"Customer :congratulations! I know, it probably feels lonely. Maybe you should do a party at your house and invite all the neighbours
Agent : That actually sounds like a really good idea! Thank you... now to decide what to cook.. lol"
I saw a snake outside my apartment today,disgusted,"Customer :so i saw a snake outside my apartment today, i hate snakes, so disgusting eww
Agent : I would have went running like forest gump - what did you do?"
I saw a snake outside my apartment today,disgusted,"Customer :went back inside the house and called animal control. it looked like a copperhead so i'm not messing with them
Agent : Going to have to burn the whole house down now, and move... LOL just joking!"
I saw a snake outside my apartment today,disgusted,"Customer :I would have went running like forest gump - what did you do? 
Agent : went back inside the house and called animal control. it looked like a copperhead so i'm not messing with them"
I saw a snake outside my apartment today,disgusted,"Customer :Going to have to burn the whole house down now, and move... LOL just joking! 
Agent : i totally would. lol i hate snakes and bugs and spiders"
I just found out they are not making a sequel to a movie I like.,sad,"Customer :So they just posted online about how they are not making a sequel to Hot Fuzz.
Agent : Oh no. Did they say why?"
I just found out they are not making a sequel to a movie I like.,sad,"Customer :I guess it just did not get enough funding. It just sucks because it is my favorite movie.
Agent : Hopefully it might be reconsidered later on."
I just found out they are not making a sequel to a movie I like.,sad,"Customer :Oh no. Did they say why?
Agent : I guess it just did not get enough funding. It just sucks because it is my favorite movie."
I just found out they are not making a sequel to a movie I like.,sad,"Customer :Hopefully it might be reconsidered later on.
Agent : That is what im thinking but you can never tell with these things."
I was able to save a blind lady from falling down an escalator.,proud,"Customer :I was able to save a blind lady from falling down an escalator.
Agent : Is she ok? Im glad you were close by!"
I was able to save a blind lady from falling down an escalator.,proud,"Customer :She was very alarmed and rightfully so. I'm usually not a nice person, but I'm glad I did the right thing that time!
Agent : That is really cool of you to do, Did anyone else see it happen?"
I was able to save a blind lady from falling down an escalator.,proud,"Customer :Is she ok? Im glad you were close by!
Agent : She was very alarmed and rightfully so. I'm usually not a nice person, but I'm glad I did the right thing that time!"
"missing money from my paycheck, wrong hours and bonus again!",furious,"Customer :I am so sick of my job not paying us for the proper amount of hours! 
Agent : That's terrible. Employers just don't value their employees sometimes."
"missing money from my paycheck, wrong hours and bonus again!",furious,"Customer :It seems like it doesnt it.. i hope it gets better. 
Agent : I hope so, too. Have you considered working elsewhere?"
"missing money from my paycheck, wrong hours and bonus again!",furious,"Customer :That's terrible. Employers just don't value their employees sometimes.
Agent : It seems like it doesnt it.. i hope it gets better."
"I was mowing the lawn, and a rock flew and broke my neighbor's window.",ashamed,"Customer :I was mowing the lawn, and a rock flew and broke my neighbor's window.
Agent : Oh no... were they relaxed about it or did it cause a problem?"
"I was mowing the lawn, and a rock flew and broke my neighbor's window.",ashamed,"Customer :They didn't even know what happened, but I got myself to let them know although I was terribly scared of the expenses.
Agent : Well glad they didnt freak out on you, some people arent as understanding. I bet it was pricey."
"I was mowing the lawn, and a rock flew and broke my neighbor's window.",ashamed,"Customer :Oh no... were they relaxed about it or did it cause a problem? 
Agent : They didn't even know what happened, but I got myself to let them know although I was terribly scared of the expenses."
I used to think I had gotten to big to wear a swimsuit. I went to the beach last week and those ladies were really flaunting their stuff. I have a once piece now.,confident,"Customer :I hadn't worn a bathing suit in maybe 5 uears until recently.
Agent : Why is that?"
I used to think I had gotten to big to wear a swimsuit. I went to the beach last week and those ladies were really flaunting their stuff. I have a once piece now.,confident,"Customer :I had gained a little weight and got embarassed.
Agent : Well I just bought a great bathing suit that covers up all the extras but still shows a little skin and makes me feel good. Maybe that will work for you."
I used to think I had gotten to big to wear a swimsuit. I went to the beach last week and those ladies were really flaunting their stuff. I have a once piece now.,confident,"Customer :I have one now. I saw a bunch of ladies strutting in their suits and iy boosted my confidence. I had a ball at the beach the next day.
Agent : That's good to hear. Where did you get it from?"
I used to think I had gotten to big to wear a swimsuit. I went to the beach last week and those ladies were really flaunting their stuff. I have a once piece now.,confident,"Customer :Online. I can't say the store name. I won't allow me
Agent : I gotcha. I bought mine online too."
I used to think I had gotten to big to wear a swimsuit. I went to the beach last week and those ladies were really flaunting their stuff. I have a once piece now.,confident,"Customer :Why is that?
Agent : I had gained a little weight and got embarassed."
I used to think I had gotten to big to wear a swimsuit. I went to the beach last week and those ladies were really flaunting their stuff. I have a once piece now.,confident,"Customer :Well I just bought a great bathing suit that covers up all the extras but still shows a little skin and makes me feel good. Maybe that will work for you.
Agent : I have one now. I saw a bunch of ladies strutting in their suits and iy boosted my confidence. I had a ball at the beach the next day."
I used to think I had gotten to big to wear a swimsuit. I went to the beach last week and those ladies were really flaunting their stuff. I have a once piece now.,confident,"Customer :That's good to hear. Where did you get it from?
Agent : Online. I can't say the store name. I won't allow me"
A few years ago when my grandmother died unexpectedly.,sad,"Customer :My grandmother passed away unexpectedly a few years ago.
Agent : oh no sorry to hear that. I just lost mine in November. It's hard."
A few years ago when my grandmother died unexpectedly.,sad,"Customer :Yes it is. She was the grandparent I was closest to.
Agent : People say it gets easier. I'm still waiting for that part."
A few years ago when my grandmother died unexpectedly.,sad,"Customer :Yes, I believe that time is the best way to heal.
Agent : I hope so. Nice chatting with you."
A few years ago when my grandmother died unexpectedly.,sad,"Customer :oh no sorry to hear that. I just lost mine in November. It's hard.
Agent : Yes it is. She was the grandparent I was closest to."
A few years ago when my grandmother died unexpectedly.,sad,"Customer :People say it gets easier. I'm still waiting for that part.
Agent : Yes, I believe that time is the best way to heal."
A few years ago when my grandmother died unexpectedly.,sad,"Customer :I hope so. Nice chatting with you.
Agent : You as well. Have a great day."
I feel bad that I work too much and dont see my daughter.,guilty,"Customer :I wish I could work less.. i feel so bad that i dont get to spend as much time with my daughter. 
Agent : I hear ya. Anyway to get a new job?"
I feel bad that I work too much and dont see my daughter.,guilty,"Customer :Ive been trying what I really need is a higher paid one so that way I dont have to work 2 jobs. 
Agent : Got ya. What kind of work do you currently do?"
I feel bad that I work too much and dont see my daughter.,guilty,"Customer :I hear ya. Anyway to get a new job?
Agent : Ive been trying what I really need is a higher paid one so that way I dont have to work 2 jobs."
My friend called someone a bad name.,disgusted,"Customer :My friend called someone a bad name, he really mad me upset.
Agent : I dont like rude people either did you tell him?"
My friend called someone a bad name.,disgusted,"Customer :I did and then we got into a argument about it.
Agent : Oh god.. give it a few days and then try to sort it out!"
My friend called someone a bad name.,disgusted,"Customer :I dont like rude people either did you tell him? 
Agent : I did and then we got into a argument about it."
My fence is collapsing at areas where my neighbors keep climbing over to get their ball. It's going to be expensive to fix.,annoyed,"Customer :My fence is collapsing at areas where my neighbors keep climbing over to get their ball. It's going to be expensive to fix.
Agent : Oh yeah I am sure it is.. have you talked to them about paying for it?"
My fence is collapsing at areas where my neighbors keep climbing over to get their ball. It's going to be expensive to fix.,annoyed,"Customer :I'm afraid to unfortunately. They broke the window once, and I had to get police involved.
Agent : That really sucks.. i guess all you can do is get a metal type of fence or maybe one with spikes! ( lol )"
My fence is collapsing at areas where my neighbors keep climbing over to get their ball. It's going to be expensive to fix.,annoyed,"Customer :Oh yeah I am sure it is.. have you talked to them about paying for it? 
Agent : I'm afraid to unfortunately. They broke the window once, and I had to get police involved."
I cant wait to relocate again.,anxious,"Customer :I cant wait to relocate and move again. I am so ready. 
Agent : Wow! Have you been to many places?"
I cant wait to relocate again.,anxious,"Customer :New York, VA, FL... how about you? 
Agent : I've been in the same place. DC and then its neighbor, MD."
I cant wait to relocate again.,anxious,"Customer :Wow! Have you been to many places?
Agent : New York, VA, FL... how about you?"
"My brother usually doesn't do anything for me unless asked. After 3 decades, he actually took me out for my birthday.",surprised,"Customer :My brother usually doesn't do anything for me unless asked. After 3 decades, he actually took me out for my birthday.
Agent : MY brothers are the same way. At least yours ginally came around."
"My brother usually doesn't do anything for me unless asked. After 3 decades, he actually took me out for my birthday.",surprised,"Customer :haha siblings! How many brothers do you have?
Agent : two younger ones. They only call when they want something. my older sister is the same. I'm the good one."
"My brother usually doesn't do anything for me unless asked. After 3 decades, he actually took me out for my birthday.",surprised,"Customer :MY brothers are the same way. At least yours ginally came around.
Agent : haha siblings! How many brothers do you have?"
My texted me happy birthday yesterday. My birthday is today.,disappointed,"Customer :Today is my birthday and I got a call yesterday wishing me a happy birthfay from my ex.
Agent : Happy Birthday! Is the call from the ex a good or bad thing?"
My texted me happy birthday yesterday. My birthday is today.,disappointed,"Customer :Thanks. It wouldve been a good thing if he didn't call last month to tell me happy birthday also. He should know when my birthday is after 11 years lol
Agent : Exes are exes for a reason I guess lol."
My texted me happy birthday yesterday. My birthday is today.,disappointed,"Customer :Happy Birthday! Is the call from the ex a good or bad thing?
Agent : Thanks. It wouldve been a good thing if he didn't call last month to tell me happy birthday also. He should know when my birthday is after 11 years lol"
My texted me happy birthday yesterday. My birthday is today.,disappointed,"Customer :Exes are exes for a reason I guess lol.
Agent : Aint that the truth!!!"
"I went to the optometrist, and my prescription got strong. She warned me about being at risk for losing my vision.",afraid,"Customer :I went to the optometrist, and my prescription got strong. She warned me about being at risk for losing my vision.
Agent : That's not good. I know my eyes hurt when staring at the bright white screen on computers . So I change them to a darker color when possible."
"I went to the optometrist, and my prescription got strong. She warned me about being at risk for losing my vision.",afraid,"Customer :Oh yes. That is smart. After the warning, I use the screen dimming program called f.lux.
Agent : Haven't tried that yet, but I have heard of it. I will check it out. thanks !"
"I went to the optometrist, and my prescription got strong. She warned me about being at risk for losing my vision.",afraid,"Customer :That's not good. I know my eyes hurt when staring at the bright white screen on computers . So I change them to a darker color when possible.
Agent : Oh yes. That is smart. After the warning, I use the screen dimming program called f.lux."
My old high school is being turned into an old people's apartments building. So sad.,nostalgic,"Customer :My old high school is being sold and turned into an old people's apartment complex. Sad to see it go. 
Agent : Nostalgia. Is there another HS nearby for the kids to go to?"
My old high school is being turned into an old people's apartments building. So sad.,nostalgic,"Customer :Yes, They consolidated and it's awful. The kids now have a thirty minute bus ride one way to school.
Agent : That's pretty terrible. Thirty minutes in a day pretty much just commuting one way. School is already tough."
My old high school is being turned into an old people's apartments building. So sad.,nostalgic,"Customer :Nostalgia. Is there another HS nearby for the kids to go to?
Agent : Yes, They consolidated and it's awful. The kids now have a thirty minute bus ride one way to school."
My old high school is being turned into an old people's apartments building. So sad.,nostalgic,"Customer :That's pretty terrible. Thirty minutes in a day pretty much just commuting one way. School is already tough.
Agent : I know. We have a lot of snow in the winter too. So it's dangerous also."
I was grateful when my mother visited me for my birthday.,grateful,"Customer :It was my birthday and my mother came to surprise me.
Agent : Aw thats so nice, how did she surprise you?"
I was grateful when my mother visited me for my birthday.,grateful,"Customer :She showed up to my house and brought me a cake.
Agent : Cakes! yessss winning. :)"
I was grateful when my mother visited me for my birthday.,grateful,"Customer :Aw thats so nice, how did she surprise you? 
Agent : She showed up to my house and brought me a cake."
when i had to say goodbye to my dad,devastated,"Customer :I still remember the day i had to say goodbye to my dad. :( 
Agent : Thats too bad. What happened?"
when i had to say goodbye to my dad,devastated,"Customer :He had a heat stroke in the middle of July. 
Agent : Thats horrible. Sorry to hear."
when i had to say goodbye to my dad,devastated,"Customer :Thats too bad. What happened?
Agent : He had a heat stroke in the middle of July."
I turn 29 today! It is a great day since its my birthday,joyful,"Customer :Today is my birthday! I think tonight we are all going out.
Agent : Awesome! Happy Birthday to you! Where are you going?"
I turn 29 today! It is a great day since its my birthday,joyful,"Customer :I think to a amusment park but im not sure!
Agent : That seriously sounds like the best birthday ever... i hope you guys have an awesome time."
I turn 29 today! It is a great day since its my birthday,joyful,"Customer :Awesome! Happy Birthday to you! Where are you going? 
Agent : I think to a amusment park but im not sure!"
I turn 29 today! It is a great day since its my birthday,joyful,"Customer :That seriously sounds like the best birthday ever... i hope you guys have an awesome time. 
Agent : Thank you! I hope you have a good dau."
getting ready for irma,prepared,"Customer :It was insane getting ready for hurricane IRMA to hit last year.... 
Agent : Did you get hit my it? I bet that was scary."
getting ready for irma,prepared,"Customer :We did but it wasnt too bad, not as bad as the news made it out to sound. 
Agent : Im glad you are ok, How is your community."
getting ready for irma,prepared,"Customer :Did you get hit my it? I bet that was scary.
Agent : We did but it wasnt too bad, not as bad as the news made it out to sound."
My neighbor went back to school at 59. She just got her bachelor's this year.,impressed,"Customer :My neighbor went back to school at 59. She just got her bachelor's this year.
Agent : Wow that's awesome. I went back at 31. Still going."
My neighbor went back to school at 59. She just got her bachelor's this year.,impressed,"Customer :Yea. She's a pretty amazing lady to do that and inspirational of course. What are you in school for?
Agent : I am studying Criminal Justice now. Hopefully I will be done soon."
My neighbor went back to school at 59. She just got her bachelor's this year.,impressed,"Customer :Wow that's awesome. I went back at 31. Still going.
Agent : Yea. She's a pretty amazing lady to do that and inspirational of course. What are you in school for?"
I shouldn't have to cook on my birthday. This is when I miss having a boyfriend.,sad,"Customer :It makes me sad to be single nowadays.
Agent : Did you go through a breakup recently?"
I shouldn't have to cook on my birthday. This is when I miss having a boyfriend.,sad,"Customer :IF two years is recent lol. Today is my birthday and I don't want to cook.
Agent : Happy Birthday! Well, you can order out of course."
I shouldn't have to cook on my birthday. This is when I miss having a boyfriend.,sad,"Customer :Did you go through a breakup recently?
Agent : IF two years is recent lol. Today is my birthday and I don't want to cook."
I shouldn't have to cook on my birthday. This is when I miss having a boyfriend.,sad,"Customer :Happy Birthday! Well, you can order out of course. 
Agent : I think I will."
My friend's boyfriend got into an accident 5 years ago. She's still with him.,faithful,"Customer :My friend's boyfriend got into an accident 5 years ago. She's still with him.
Agent : What happened to him? How are they doing?"
My friend's boyfriend got into an accident 5 years ago. She's still with him.,faithful,"Customer :Got into a motorcycle accident and is now paraplegic. They're doing just fine! He's got his pride issues, but she's sticking with him.
Agent : That is understanable, I would be the same way."
My friend's boyfriend got into an accident 5 years ago. She's still with him.,faithful,"Customer :What happened to him? How are they doing?
Agent : Got into a motorcycle accident and is now paraplegic. They're doing just fine! He's got his pride issues, but she's sticking with him."
I got pulled over and almost got a ticket.,afraid,"Customer :So last night a cop pulled me over.
Agent : Oh man. What happened?"
I got pulled over and almost got a ticket.,afraid,"Customer :He said I was speeding but I was really nervous.
Agent : Did you end up getting a ticket?"
I got pulled over and almost got a ticket.,afraid,"Customer :Oh man. What happened?
Agent : He said I was speeding but I was really nervous."
I got pulled over and almost got a ticket.,afraid,"Customer :Did you end up getting a ticket?
Agent : No he let me off with a warning."
"I've been taking care of my aging mom for 5 years now and don't really have any friends, since so much time is used taking care of her.",lonely,"Customer :I've been taking care of my aging mom for 5 years now and don't really have any friends, since so much time is used taking care of her.
Agent : That is a nice thing you are doing for her though. Maybe you could hire somebody for a few hours a week and join a gym or yoga class."
"I've been taking care of my aging mom for 5 years now and don't really have any friends, since so much time is used taking care of her.",lonely,"Customer :Thank you. Can't afford outside help unfortunatley. Yes. I have picked up exercising though.
Agent : Go to a walking path or park. Maybe to a dog park also."
"I've been taking care of my aging mom for 5 years now and don't really have any friends, since so much time is used taking care of her.",lonely,"Customer :That is a nice thing you are doing for her though. Maybe you could hire somebody for a few hours a week and join a gym or yoga class. 
Agent : Thank you. Can't afford outside help unfortunatley. Yes. I have picked up exercising though."
